,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_fit_intercept,param_gamma,param_l1_ratio,param_svm_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
935,0.002558112144470215,0.00016966108827800395,0.0014738798141479491,8.61097441976629e-05,0.1,False,auto,0.75,1000,"{'alpha': 0.1, 'fit_intercept': False, 'gamma': 'auto', 'l1_ratio': 0.75, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.1674979270186815,5
1101,0.4701963186264038,0.06831765050658332,0.0015387296676635741,0.00011562973932180479,0.3,False,scale,0,10,"{'alpha': 0.3, 'fit_intercept': False, 'gamma': 'scale', 'l1_ratio': 0, 'svm_C': 10}",0.6666666666666666,0.5,0.6666666666666666,0.5,0.8333333333333334,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.15,5
831,0.0025413990020751952,0.0003614185691406373,0.001423048973083496,8.586419630313686e-05,0.1,True,auto,0.5,1000,"{'alpha': 0.1, 'fit_intercept': True, 'gamma': 'auto', 'l1_ratio': 0.5, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.1674979270186815,5
631,0.00236358642578125,0.000168008793765207,0.0013611555099487306,0.00013722423392344463,0.03,True,auto,0.5,1000,"{'alpha': 0.03, 'fit_intercept': True, 'gamma': 'auto', 'l1_ratio': 0.5, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.1674979270186815,5
1335,0.002013278007507324,9.269964851028527e-05,0.0011573314666748046,2.3424258362707094e-05,0.6,False,auto,0.75,1000,"{'alpha': 0.6, 'fit_intercept': False, 'gamma': 'auto', 'l1_ratio': 0.75, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.1674979270186815,5
639,0.0022036552429199217,0.00037527839890548557,0.0011799097061157226,3.977054164928138e-05,0.03,True,auto,1,1000,"{'alpha': 0.03, 'fit_intercept': True, 'gamma': 'auto', 'l1_ratio': 1, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.1674979270186815,5
1331,0.00215296745300293,0.00028164960639323204,0.0014099597930908204,0.0006531009480670891,0.6,False,auto,0.5,1000,"{'alpha': 0.6, 'fit_intercept': False, 'gamma': 'auto', 'l1_ratio': 0.5, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.1674979270186815,5
313,0.004326820373535156,0.0009108246971801212,0.0011438608169555664,0.00018394922923978954,0.003,False,scale,0.75,10,"{'alpha': 0.003, 'fit_intercept': False, 'gamma': 'scale', 'l1_ratio': 0.75, 'svm_C': 10}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.5,0.5,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.55,0.18333333333333332,5
1427,0.00201568603515625,8.641975966620142e-05,0.0011421918869018554,5.4078889196433464e-05,1,True,auto,0.25,1000,"{'alpha': 1, 'fit_intercept': True, 'gamma': 'auto', 'l1_ratio': 0.25, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.1674979270186815,5
939,0.0022915363311767577,0.00010713387068774421,0.0013785839080810546,6.526547368988782e-05,0.1,False,auto,1,1000,"{'alpha': 0.1, 'fit_intercept': False, 'gamma': 'auto', 'l1_ratio': 1, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.1674979270186815,5
839,0.002117300033569336,3.111398082836125e-05,0.0012316703796386719,2.5280915021086182e-05,0.1,True,auto,1,1000,"{'alpha': 0.1, 'fit_intercept': True, 'gamma': 'auto', 'l1_ratio': 1, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.1674979270186815,5
1139,0.0024751901626586916,0.0002962913555682148,0.0013968944549560547,9.452543493239057e-05,0.3,False,auto,1,1000,"{'alpha': 0.3, 'fit_intercept': False, 'gamma': 'auto', 'l1_ratio': 1, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.1674979270186815,5
901,0.4635676622390747,0.07531519060401463,0.0016006708145141601,0.00036192810493557495,0.1,False,scale,0,10,"{'alpha': 0.1, 'fit_intercept': False, 'gamma': 'scale', 'l1_ratio': 0, 'svm_C': 10}",0.6666666666666666,0.5,0.6666666666666666,0.5,0.8333333333333334,0.5,0.3333333333333333,0.5,0.5,0.5,0.55,0.1301708279317776,5
902,0.44235570430755616,0.05107876975025184,0.0015245199203491211,7.116513430410745e-05,0.1,False,scale,0,100,"{'alpha': 0.1, 'fit_intercept': False, 'gamma': 'scale', 'l1_ratio': 0, 'svm_C': 100}",0.6666666666666666,0.5,0.6666666666666666,0.5,0.8333333333333334,0.5,0.3333333333333333,0.5,0.5,0.5,0.55,0.1301708279317776,5
903,0.4578880310058594,0.050857767534911696,0.0015077829360961915,6.347564567794444e-05,0.1,False,scale,0,1000,"{'alpha': 0.1, 'fit_intercept': False, 'gamma': 'scale', 'l1_ratio': 0, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.5,0.8333333333333334,0.5,0.3333333333333333,0.5,0.5,0.5,0.55,0.1301708279317776,5
511,0.003010082244873047,0.00017697336884827468,0.0011173486709594727,4.670330299558981e-05,0.01,False,scale,0.5,1000,"{'alpha': 0.01, 'fit_intercept': False, 'gamma': 'scale', 'l1_ratio': 0.5, 'svm_C': 1000}",0.6666666666666666,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.5,0.6666666666666666,0.55,0.1674979270186815,5
510,0.00320131778717041,0.0002905613405523612,0.0011913776397705078,5.3973985498248084e-05,0.01,False,scale,0.5,100,"{'alpha': 0.01, 'fit_intercept': False, 'gamma': 'scale', 'l1_ratio': 0.5, 'svm_C': 100}",0.6666666666666666,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.5,0.6666666666666666,0.55,0.1674979270186815,5
509,0.003264927864074707,0.00014526077058055084,0.0012105226516723633,6.204144830603192e-05,0.01,False,scale,0.5,10,"{'alpha': 0.01, 'fit_intercept': False, 'gamma': 'scale', 'l1_ratio': 0.5, 'svm_C': 10}",0.6666666666666666,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.5,0.6666666666666666,0.55,0.1674979270186815,5
508,0.003046464920043945,0.00018409069685190014,0.0011415719985961915,4.9415199746259694e-05,0.01,False,scale,0.5,1,"{'alpha': 0.01, 'fit_intercept': False, 'gamma': 'scale', 'l1_ratio': 0.5, 'svm_C': 1}",0.6666666666666666,0.3333333333333333,0.8333333333333334,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.55,0.1674979270186815,5
139,0.010513091087341308,0.0022274846634901596,0.0011874675750732423,0.00021840886187959096,0.001,False,auto,1,1000,"{'alpha': 0.001, 'fit_intercept': False, 'gamma': 'auto', 'l1_ratio': 1, 'svm_C': 1000}",0.8333333333333334,0.5,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.21147629234082538,5
1227,0.0025394678115844725,0.00017135188396049988,0.0014482259750366211,5.831428455900045e-05,0.6,True,auto,0.25,1000,"{'alpha': 0.6, 'fit_intercept': True, 'gamma': 'auto', 'l1_ratio': 0.25, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.1674979270186815,5
835,0.002065587043762207,7.660089155089784e-05,0.00120089054107666,4.8089973031894654e-05,0.1,True,auto,0.75,1000,"{'alpha': 0.1, 'fit_intercept': True, 'gamma': 'auto', 'l1_ratio': 0.75, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.1674979270186815,5
1431,0.0023668766021728515,0.0002885988544677234,0.001314067840576172,7.976241450808695e-05,1,True,auto,0.5,1000,"{'alpha': 1, 'fit_intercept': True, 'gamma': 'auto', 'l1_ratio': 0.5, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.1674979270186815,5
315,0.004402422904968261,0.0006274143840683766,0.001168537139892578,9.054601521865248e-05,0.003,False,scale,0.75,1000,"{'alpha': 0.003, 'fit_intercept': False, 'gamma': 'scale', 'l1_ratio': 0.75, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.5,0.5,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.55,0.18333333333333332,5
1235,0.002213788032531738,0.00018736093510110594,0.001233983039855957,7.546180040550158e-05,0.6,True,auto,0.75,1000,"{'alpha': 0.6, 'fit_intercept': True, 'gamma': 'auto', 'l1_ratio': 0.75, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.1674979270186815,5
931,0.0025094270706176756,0.00019148518234105705,0.0014106035232543945,5.402127813880136e-05,0.1,False,auto,0.5,1000,"{'alpha': 0.1, 'fit_intercept': False, 'gamma': 'auto', 'l1_ratio': 0.5, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.1674979270186815,5
1327,0.0019297838211059571,2.4534754620254714e-05,0.0011272907257080078,1.8170812008772065e-05,0.6,False,auto,0.25,1000,"{'alpha': 0.6, 'fit_intercept': False, 'gamma': 'auto', 'l1_ratio': 0.25, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.1674979270186815,5
602,0.5272594451904297,0.07450083755530337,0.0016293764114379884,0.0009015162397720957,0.03,True,scale,0,100,"{'alpha': 0.03, 'fit_intercept': True, 'gamma': 'scale', 'l1_ratio': 0, 'svm_C': 100}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.5,0.5,0.3333333333333333,0.5,0.6666666666666666,0.55,0.15,5
1135,0.0023335933685302733,0.00015440716116594202,0.0013775348663330079,8.068599019443524e-05,0.3,False,auto,0.75,1000,"{'alpha': 0.3, 'fit_intercept': False, 'gamma': 'auto', 'l1_ratio': 0.75, 'svm_C': 1000}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.55,0.1674979270186815,5
