1,0.062832,0.0089739,0.092207,0.018288,0.073115,0.079568,0.066107,0.042616,0.076458,0.056474,0.10627,0.024058,0.028233,0.029463,0.0093739,0.057596,0.068145,0.10125,0.036143,0.054037,0.011308,0.0036318,0.11276,0.042535
1,0.025996,0.079622,0.055997,0.0056307,0.087902,0.042529,0.081306,0.10217,0.094984,0.05199,0.098008,0.093358,0.044636,0.020557,0.0028182,0.005143,0.037732,0.057306,0.052362,0.070578,0.059891,0.068505,0.078364,0.064815
1,0.015806,0.076439,0.088046,0.039165,0.091322,0.030507,0.047321,0.0013498,0.05502,0.073777,0.076237,0.026175,0.027092,0.051792,0.034402,0.029375,0.079834,0.014193,0.038306,0.024513,0.059063,0.07326,0.021125,0.047107
1,0.096576,0.023003,0.036086,0.0024511,0.010205,0.022083,0.10423,0.059388,0.08498,0.087156,0.030213,0.034251,0.04487,0.014011,0.038833,0.01059,0.13497,0.029009,0.083871,0.023432,0.041827,0.075601,0.043127,0.11295
1,0.0245,0.0040885,0.0092537,0.052028,0.089958,0.075398,0.019542,0.047112,0.002447,0.053284,0.048132,0.052204,0.019185,0.088659,0.02939,0.035923,0.08716,0.038958,0.074548,0.065742,0.0055176,0.061589,0.026404,0.050172
1,0.023249,0.036488,0.0070325,0.0081656,0.079056,0.08021,0.038747,0.062034,0.018864,0.022097,0.082061,0.026311,0.083299,0.006149,0.0027875,0.012398,0.097832,0.047034,0.030851,0.023135,0.078061,0.058857,0.047042,0.094619
1,0.080275,0.018173,0.078961,0.054451,0.042195,0.028239,0.031504,0.043346,0.043661,0.006463,0.00312,0.021838,0.11471,0.0017515,0.01098,0.0075639,0.00055352,0.063119,0.019471,1.8682e-05,0.036881,0.050747,0.0056714,0.022935
1,0.0036683,0.020182,0.080248,0.0116,0.11284,0.04328,0.11236,0.03267,0.10573,0.054764,0.098914,0.027344,0.034941,0.037126,0.00027643,0.039886,0.042437,0.0013141,0.030805,0.057312,0.046892,0.029317,0.015637,0.055049
1,0.048711,0.048081,0.03018,0.0010328,0.0223,0.039132,0.065864,0.035314,0.050985,0.027002,0.059115,0.0030559,0.011567,0.041301,0.081128,0.057066,0.11427,0.056777,0.045675,0.037706,0.028419,0.085376,0.021779,0.10614
1,0.02374,0.043427,0.02675,0.012964,0.096406,0.035177,0.023697,0.020234,0.014114,0.028557,0.0029544,0.072369,0.087977,0.094383,0.031749,0.0101,0.047154,0.048687,0.034474,0.0089237,0.080145,0.06407,0.011984,0.10167
1,0.11097,0.043491,0.086373,0.031297,0.066206,0.011339,0.067402,0.037356,0.085018,0.0066172,0.054536,0.0342,0.040162,0.074145,0.12286,0.049599,0.042063,0.039604,0.024043,0.022719,0.1062,0.075958,0.062965,0.10127
1,0.039078,0.055629,0.016007,0.017852,0.0379,0.033978,0.082457,0.12418,0.04711,0.019873,0.042913,0.018259,0.099287,0.05603,0.061521,0.077316,0.093778,0.075784,0.092376,0.068642,0.035242,0.075319,0.061231,0.086727
1,0.01019,0.049512,0.060647,0.05346,0.061276,0.050641,0.082056,0.1096,0.075974,0.060992,0.049312,0.020799,0.055528,0.028172,0.09377,0.095271,0.087728,0.042779,0.057833,0.016515,0.030132,0.052261,0.0091728,0.012382
