1,0.073093,0.072276,0.072368,0.046928,0.057224,0.026488,0.040859,0.037827,0.084873,0.033271
1,0.043981,0.079577,0.0041183,0.096363,0.02813,0.054161,0.074945,0.10424,0.061291,0.030926
1,0.079341,0.10575,0.051806,0.037257,0.0068407,0.036136,0.086642,0.049401,0.065023,0.009385
1,0.052791,0.05569,0.028916,0.031746,0.0059706,0.0096628,0.0052942,0.07997,0.059254,0.057132
1,0.082156,0.07652,0.050421,0.018477,0.018615,0.057852,0.051608,7.3038e-05,0.052712,0.050358
1,0.066513,0.060618,0.010582,0.035127,0.018286,0.0003629,0.080608,0.062234,0.035732,0.049374
1,0.025619,0.091969,0.096309,0.0033554,0.063384,0.066422,0.033009,0.030978,0.019566,0.09595
1,0.10742,0.10261,0.020886,0.054346,0.085759,0.078675,0.050747,0.071844,0.013121,0.0085686
1,0.0014685,0.0032272,0.09717,0.064466,0.010351,0.013228,0.040457,0.047073,0.08484,0.03359
1,0.035251,0.076049,0.063223,0.028778,0.074959,0.057015,0.08231,0.016219,0.085497,0.08208
1,0.095133,0.06774,0.056624,0.042314,0.084943,0.037576,0.013961,0.065958,0.036908,0.00674
1,0.057689,0.013361,0.053846,0.081401,0.025752,0.014978,0.016892,0.090661,0.050868,0.0081337
0,0.12328,0.10179,0.0066122,0.0077127,0.064237,0.06544,0.070215,0.023062,0.015686,0.0046797
0,0.093041,0.08836,0.012663,0.018264,0.070893,0.054074,0.016164,0.06404,0.086932,0.059544
0,0.047981,0.11086,0.082665,0.0041472,0.010937,0.051341,0.016416,0.019356,0.057485,0.017278
0,0.0014131,0.066567,0.020613,0.064661,0.040801,0.056221,0.026142,0.017715,0.0034857,0.088322
0,0.01617,0.047502,0.010007,0.0034028,0.12705,0.095397,0.014801,0.0050333,0.029065,0.11742
0,0.12794,0.084323,0.038159,0.058353,0.13818,0.059901,0.065809,0.040095,0.034924,0.013312
0,0.096661,0.042129,0.045833,0.021804,0.030338,0.023262,0.016332,0.0078131,0.049226,0.052047
0,0.10837,0.11052,0.069137,0.029522,0.038904,0.086719,0.016106,0.016704,0.011191,0.012782
0,0.045715,0.083864,0.067938,0.031512,0.062312,0.068353,0.078856,0.044197,0.074553,0.02824
0,0.12591,0.10825,0.030445,0.040713,0.00081737,0.065444,0.11321,0.025326,0.0082212,0.042196
0,0.067675,0.096223,0.0098683,0.052423,0.062986,0.015403,0.011939,0.032375,0.064109,0.10119
0,0.02309,0.015857,0.016995,0.038545,0.10423,0.10242,0.0494,0.020719,0.03152,0.075035
0,0.1009,0.082118,0.014431,0.03394,0.043968,0.026671,0.038071,0.048613,0.0018212,0.020296
0,0.10188,0.082087,0.063719,0.018455,0.070913,0.0085501,0.028628,0.0023611,0.050766,0.019779
0,0.097023,0.060486,0.093713,0.044115,0.025485,0.070441,0.01519,0.01604,0.0073392,0.0244
0,0.11047,0.087133,0.02973,0.0057061,0.024508,0.058961,0.043575,0.041176,0.057627,0.038267
0,0.079689,0.071005,0.10694,0.041241,0.098545,0.013486,0.00075018,0.099435,0.033002,0.055084
0,0.039243,0.013668,0.030226,0.04414,0.094387,0.088285,0.012595,0.061752,0.052367,0.040693
0,0.04505,0.01992,0.07668,0.011191,0.071711,0.10828,0.028714,0.020581,0.010757,0.0066838
0,0.12828,0.097777,0.017554,0.019617,0.024034,0.045395,0.067256,0.015469,0.044409,0.027524
0,0.017013,0.02199,0.033932,0.0084295,0.088742,0.011251,0.0011213,0.064758,0.062004,0.0087263
0,0.13712,0.0049455,0.01448,0.021438,0.074492,0.057164,0.043424,0.014105,0.051455,0.00098612
0,0.050215,0.033417,0.089482,0.056546,0.054515,0.033378,0.044191,0.041311,0.026575,0.014383
0,0.08235,0.069714,0.025814,0.014313,0.017331,0.093243,0.0044001,0.049387,0.0058693,0.0029094
0,0.056433,0.099445,0.010458,0.011376,0.12329,0.0047774,0.07133,0.065587,0.0050489,0.061578
0,0.0527,0.05791,0.069954,0.023573,0.034934,0.11489,0.050877,0.0409,0.048844,0.036501
0,0.069059,0.036215,0.093474,0.010918,0.060034,0.068058,0.036005,0.0048744,0.012804,0.0081957
0,0.11456,0.11327,0.080158,0.044621,0.03098,0.051362,0.037763,0.018837,0.033477,0.0022034
0,0.037909,0.019082,0.022588,0.019473,0.069161,0.052981,0.026401,0.043837,0.0033427,0.012913
