1,0.097064,0.0089739,0.073115,0.079568,0.0093739,0.057596,0.10125,0.011308,0.0036318,0.042535
1,0.056383,0.079622,0.087902,0.042529,0.0028182,0.005143,0.057306,0.059891,0.068505,0.064815
1,0.099749,0.076439,0.091322,0.030507,0.034402,0.029375,0.014193,0.059063,0.07326,0.047107
1,0.021273,0.023003,0.010205,0.022083,0.038833,0.01059,0.029009,0.041827,0.075601,0.11295
1,0.0381,0.0040885,0.089958,0.075398,0.02939,0.035923,0.038958,0.0055176,0.061589,0.050172
1,0.035978,0.036488,0.079056,0.08021,0.0027875,0.012398,0.047034,0.078061,0.058857,0.094619
1,0.04798,0.018173,0.042195,0.028239,0.01098,0.0075639,0.063119,0.036881,0.050747,0.022935
1,0.0070028,0.020182,0.11284,0.04328,0.00027643,0.039886,0.0013141,0.046892,0.029317,0.055049
1,0.036186,0.048081,0.0223,0.039132,0.081128,0.057066,0.056777,0.028419,0.085376,0.10614
1,0.041633,0.043427,0.096406,0.035177,0.031749,0.0101,0.048687,0.080145,0.06407,0.10167
1,0.083011,0.043491,0.066206,0.011339,0.12286,0.049599,0.039604,0.1062,0.075958,0.10127
1,0.078207,0.055629,0.0379,0.033978,0.061521,0.077316,0.075784,0.035242,0.075319,0.086727
1,0.032547,0.049512,0.061276,0.050641,0.09377,0.095271,0.042779,0.030132,0.052261,0.012382
1,0.022604,0.025681,0.041858,0.064961,0.07376,0.08863,0.1183,0.00016713,0.09102,0.12068
1,0.012858,0.010904,0.07145,0.057357,0.037446,0.0014439,0.099545,0.092878,0.036163,0.059853
1,0.051883,0.029517,0.045018,0.0035421,0.047214,0.038571,0.076054,0.087306,0.078339,0.058356
1,0.035132,0.045195,0.13714,0.0050036,0.049739,0.049777,0.015689,0.068795,0.035422,0.074023
1,0.082538,0.031709,0.12804,0.029856,0.05313,0.045264,0.002227,0.037285,0.011185,0.039438
1,0.045333,0.0016822,0.038405,0.011344,0.010537,0.033539,0.093108,0.0050128,0.015675,0.10188
