1,0.097064,0.079568,0.0093739,0.057596,0.011308,0.0036318,0.042535
1,0.056383,0.042529,0.0028182,0.005143,0.059891,0.068505,0.064815
1,0.099749,0.030507,0.034402,0.029375,0.059063,0.07326,0.047107
1,0.021273,0.022083,0.038833,0.01059,0.041827,0.075601,0.11295
1,0.0381,0.075398,0.02939,0.035923,0.0055176,0.061589,0.050172
1,0.035978,0.08021,0.0027875,0.012398,0.078061,0.058857,0.094619
1,0.04798,0.028239,0.01098,0.0075639,0.036881,0.050747,0.022935
1,0.0070028,0.04328,0.00027643,0.039886,0.046892,0.029317,0.055049
1,0.036186,0.039132,0.081128,0.057066,0.028419,0.085376,0.10614
1,0.041633,0.035177,0.031749,0.0101,0.080145,0.06407,0.10167
1,0.083011,0.011339,0.12286,0.049599,0.1062,0.075958,0.10127
1,0.078207,0.033978,0.061521,0.077316,0.035242,0.075319,0.086727
1,0.032547,0.050641,0.09377,0.095271,0.030132,0.052261,0.012382
1,0.022604,0.064961,0.07376,0.08863,0.00016713,0.09102,0.12068
1,0.012858,0.057357,0.037446,0.0014439,0.092878,0.036163,0.059853
1,0.051883,0.0035421,0.047214,0.038571,0.087306,0.078339,0.058356
1,0.035132,0.0050036,0.049739,0.049777,0.068795,0.035422,0.074023
1,0.082538,0.029856,0.05313,0.045264,0.037285,0.011185,0.039438
1,0.045333,0.011344,0.010537,0.033539,0.0050128,0.015675,0.10188
1,0.073093,0.046928,0.057224,0.026488,0.037827,0.084873,0.033271
1,0.043981,0.096363,0.02813,0.054161,0.10424,0.061291,0.030926
1,0.079341,0.037257,0.0068407,0.036136,0.049401,0.065023,0.009385
1,0.052791,0.031746,0.0059706,0.0096628,0.07997,0.059254,0.057132
1,0.082156,0.018477,0.018615,0.057852,7.3038e-05,0.052712,0.050358
1,0.066513,0.035127,0.018286,0.0003629,0.062234,0.035732,0.049374
1,0.025619,0.0033554,0.063384,0.066422,0.030978,0.019566,0.09595
1,0.10742,0.054346,0.085759,0.078675,0.071844,0.013121,0.0085686
1,0.0014685,0.064466,0.010351,0.013228,0.047073,0.08484,0.03359
1,0.035251,0.028778,0.074959,0.057015,0.016219,0.085497,0.08208
1,0.095133,0.042314,0.084943,0.037576,0.065958,0.036908,0.00674
1,0.057689,0.081401,0.025752,0.014978,0.090661,0.050868,0.0081337
0,0.12328,0.0077127,0.064237,0.06544,0.023062,0.015686,0.0046797
0,0.093041,0.018264,0.070893,0.054074,0.06404,0.086932,0.059544
0,0.047981,0.0041472,0.010937,0.051341,0.019356,0.057485,0.017278
0,0.0014131,0.064661,0.040801,0.056221,0.017715,0.0034857,0.088322
0,0.01617,0.0034028,0.12705,0.095397,0.0050333,0.029065,0.11742
0,0.12794,0.058353,0.13818,0.059901,0.040095,0.034924,0.013312
0,0.096661,0.021804,0.030338,0.023262,0.0078131,0.049226,0.052047
0,0.10837,0.029522,0.038904,0.086719,0.016704,0.011191,0.012782
0,0.045715,0.031512,0.062312,0.068353,0.044197,0.074553,0.02824
0,0.12591,0.040713,0.00081737,0.065444,0.025326,0.0082212,0.042196
0,0.067675,0.052423,0.062986,0.015403,0.032375,0.064109,0.10119
0,0.02309,0.038545,0.10423,0.10242,0.020719,0.03152,0.075035
0,0.1009,0.03394,0.043968,0.026671,0.048613,0.0018212,0.020296
0,0.10188,0.018455,0.070913,0.0085501,0.0023611,0.050766,0.019779
0,0.097023,0.044115,0.025485,0.070441,0.01604,0.0073392,0.0244
0,0.11047,0.0057061,0.024508,0.058961,0.041176,0.057627,0.038267
0,0.079689,0.041241,0.098545,0.013486,0.099435,0.033002,0.055084
0,0.039243,0.04414,0.094387,0.088285,0.061752,0.052367,0.040693
0,0.04505,0.011191,0.071711,0.10828,0.020581,0.010757,0.0066838
0,0.12828,0.019617,0.024034,0.045395,0.015469,0.044409,0.027524
0,0.017013,0.0084295,0.088742,0.011251,0.064758,0.062004,0.0087263
0,0.13712,0.021438,0.074492,0.057164,0.014105,0.051455,0.00098612
0,0.050215,0.056546,0.054515,0.033378,0.041311,0.026575,0.014383
0,0.08235,0.014313,0.017331,0.093243,0.049387,0.0058693,0.0029094
0,0.056433,0.011376,0.12329,0.0047774,0.065587,0.0050489,0.061578
0,0.0527,0.023573,0.034934,0.11489,0.0409,0.048844,0.036501
0,0.069059,0.010918,0.060034,0.068058,0.0048744,0.012804,0.0081957
0,0.11456,0.044621,0.03098,0.051362,0.018837,0.033477,0.0022034
0,0.037909,0.019473,0.069161,0.052981,0.043837,0.0033427,0.012913
