1,0.067894,0.062832,0.030888,0.04466,0.043163,0.097064,0.084009,0.096342,0.073203,0.041652,0.0089739,0.093586,0.011168,0.056051,0.0041573,0.010246,0.045298,0.097714,0.093843,0.092207,0.077154,0.063214,0.023033,0.014578,0.018288,0.072422,0.0030262,0.064447,0.014029,0.019569,0.048954,0.073115,0.034869,0.019198,0.028855,0.069145,0.048024,0.079568,0.057267,0.031761,0.049,0.066107,0.089565,0.071984,0.087282,0.029248,0.0097949,0.026653,0.034501,0.076458,0.056474,0.10627,0.057329,0.021154,0.026056,0.028233,0.021488,0.040911,0.092165,0.029463,0.0093739,0.0063924,0.057596,0.0038098,0.0036814,0.035949,0.051675,0.06509,0.043871,0.013557,0.036015,0.068145,0.0085237,0.070993,0.036515,0.05769,0.013508,0.080146,0.073134,0.074983,0.09851,0.025727,0.10125,0.095198,0.083555,0.071974,0.041925,0.021131,0.051342,0.036143,0.054037,0.050771,0.059037,0.015325,0.011308,0.0036318,0.0033707,0.028356,0.010021,0.10362,0.066206,0.062532,0.10037,0.084167,0.083662,0.081857,0.069072,0.054263,0.058545,0.018789,0.068181,0.025882,0.082962,0.11286,0.089231,0.054651,0.093386,0.12414,0.11276,0.10607,0.028195,0.042535
1,0.031793,0.025996,0.0057326,0.072822,0.077072,0.056383,0.048856,0.080723,0.06121,0.052404,0.079622,0.07071,0.046787,0.011108,0.056364,0.0047213,0.053533,0.034333,0.059902,0.055997,0.1153,0.019645,0.094663,0.028838,0.0056307,0.047152,0.057899,0.03484,0.078315,0.00751,0.000818,0.087902,0.039938,0.014941,0.050737,0.031545,0.088606,0.042529,0.079265,0.0020416,0.1056,0.081306,0.032138,0.11439,0.081096,0.022827,0.08928,0.024353,0.046147,0.094984,0.05199,0.098008,0.059813,9.1285e-05,0.048772,0.044636,0.063912,0.095189,0.066817,0.020557,0.0028182,0.018663,0.005143,0.0053377,0.037315,0.069833,0.065356,0.013062,0.058211,0.010581,0.019528,0.037732,0.011842,0.065102,0.069511,0.075607,0.078226,0.073129,0.055423,0.0053087,0.064434,0.0094012,0.057306,0.12151,0.05397,0.044066,0.082332,0.085255,0.096912,0.052362,0.070578,0.10692,0.056542,0.065869,0.059891,0.068505,0.044375,0.030921,0.072317,0.089786,0.0042771,0.059342,0.059611,0.043668,0.0045499,0.040809,0.025914,0.042135,0.013237,0.059512,0.011348,0.018308,0.07995,0.024538,0.078047,0.10288,0.022855,0.11696,0.078364,0.049836,0.076947,0.064815
1,0.0052506,0.015806,0.017355,0.10695,0.011851,0.099749,0.10296,0.082732,0.05568,0.082649,0.076439,0.045748,0.061168,0.018831,0.049314,0.037715,0.065603,0.10508,0.11137,0.088046,0.1128,0.027218,0.080997,0.058073,0.039165,0.015336,0.040721,0.02196,0.038755,0.022218,0.050022,0.091322,0.035903,0.013367,0.0085193,0.076936,0.029097,0.030507,0.053874,0.042221,0.01106,0.047321,0.059857,0.014355,0.0025036,0.025317,0.023796,0.0099925,0.014287,0.05502,0.073777,0.076237,0.042737,0.001634,0.03264,0.027092,0.049159,0.11103,0.048468,0.051792,0.034402,0.019502,0.029375,0.043321,0.028494,0.052563,0.067821,0.056546,0.0011998,0.010924,0.055085,0.079834,0.036286,0.0059119,0.027653,0.092072,0.050117,0.04544,0.086577,0.016976,0.068056,0.021268,0.014193,0.080668,0.066796,0.034257,0.088799,0.083135,0.070765,0.038306,0.024513,0.057795,0.091791,0.06588,0.059063,0.07326,0.077353,0.0089193,0.09033,0.011785,0.01206,0.03868,0.013767,0.003841,0.082136,0.040587,0.01477,0.084729,0.0087112,0.0077381,0.067752,0.028393,0.0286,0.053667,0.081699,0.08889,0.068796,0.12393,0.021125,0.01447,0.068705,0.047107
1,0.12315,0.096576,0.017959,0.0082323,0.07691,0.021273,0.0089266,0.10113,0.032492,0.071937,0.023003,0.051179,0.026095,0.0021304,0.016142,0.014747,0.0452,0.027601,0.011309,0.036086,0.017958,0.011627,0.016351,0.038205,0.0024511,0.0034827,0.032253,0.035285,0.02711,0.065526,0.10215,0.010205,0.096937,0.023641,0.067216,0.012144,0.034834,0.022083,0.026005,0.02633,0.073342,0.10423,0.071534,0.063751,0.0348,0.093897,0.11272,0.015263,0.013008,0.08498,0.087156,0.030213,0.098288,0.046051,0.011796,0.04487,0.0066512,0.014151,0.099067,0.014011,0.038833,0.032314,0.01059,0.044988,0.12879,0.024649,0.15538,0.09233,0.040716,0.060109,0.067276,0.13497,0.093676,0.14057,0.048996,0.024258,0.025009,0.042997,0.10494,0.01632,0.0078399,0.023948,0.029009,0.028003,0.033643,0.023599,0.066958,0.0024817,0.037783,0.083871,0.023432,0.062901,0.041774,0.031358,0.041827,0.075601,0.069656,0.028319,0.044928,0.0051358,0.0041771,0.026253,0.025739,0.023742,0.040527,0.11291,0.018103,0.010409,0.1307,0.083067,0.051749,0.075973,0.021482,0.017652,0.079264,0.057072,0.13198,0.023296,0.043127,0.024063,0.06451,0.11295
1,0.059846,0.0245,0.079495,0.019867,0.032033,0.0381,0.059953,0.042053,0.029376,0.019063,0.0040885,0.02301,0.10454,0.018082,0.081076,0.075521,0.082864,0.032552,0.018125,0.0092537,0.072113,0.099551,0.044593,0.096323,0.052028,0.075189,0.052285,0.090309,0.040967,0.11154,0.0066243,0.089958,0.0064219,0.026436,0.046739,0.070926,0.018374,0.075398,0.068666,0.016511,0.027999,0.019542,0.061557,0.0060011,0.038661,0.052891,0.063149,0.021839,0.091363,0.002447,0.053284,0.048132,0.093296,0.0054642,0.021844,0.019185,0.095978,0.032091,0.037207,0.088659,0.02939,0.093082,0.035923,0.11167,0.050509,0.034769,0.1122,0.11176,0.037768,0.096813,0.056192,0.08716,0.0055647,0.042085,0.093243,0.044577,0.071822,0.08497,0.025561,0.04044,0.09898,0.064858,0.038958,0.083653,0.071884,0.017163,0.035819,0.031339,0.073116,0.074548,0.065742,0.029002,0.036109,0.03593,0.0055176,0.061589,0.027343,0.030194,0.028198,0.11436,0.0046052,0.041527,0.050398,0.057933,0.0018885,0.022383,0.0080494,0.068667,0.10301,0.032057,0.070208,0.1259,0.062693,0.07448,0.0067839,0.10101,0.0091414,0.027951,0.026404,0.0043965,0.068379,0.050172
1,0.047201,0.023249,0.010293,0.098316,0.047187,0.035978,0.10217,0.010771,0.0082254,0.068112,0.036488,0.090144,0.087959,0.060579,0.073605,0.051337,0.041753,0.022516,0.086836,0.0070325,0.092662,0.022546,0.086232,0.06155,0.0081656,0.060257,0.046,0.04647,0.063184,0.057265,0.044409,0.079056,0.047175,0.013492,0.081237,0.067393,0.072127,0.08021,0.073461,0.053458,0.059129,0.038747,0.075081,0.035382,0.056431,0.05922,0.0089507,0.0056301,0.024008,0.018864,0.022097,0.082061,0.020498,0.035462,0.037748,0.083299,0.074168,0.0094962,0.045882,0.006149,0.0027875,0.086053,0.012398,0.060202,0.021279,0.047275,0.00087875,0.066292,0.032954,0.042596,0.10773,0.097832,0.062159,0.031881,0.0045037,0.049182,0.057473,0.051326,0.05001,0.055908,0.072145,0.035372,0.047034,0.10883,0.075028,0.065721,0.054028,0.087977,0.065146,0.030851,0.023135,0.037522,0.075003,0.073347,0.078061,0.058857,0.058073,0.061667,0.063082,0.00076132,0.029296,0.014698,0.05526,0.057949,0.058978,0.0073692,0.058074,0.036292,0.048506,0.044685,0.077963,0.085472,0.073199,0.10061,0.00085271,0.077075,0.060533,0.11863,0.047042,0.084535,0.095798,0.094619
1,0.089435,0.080275,0.027198,0.11672,0.049616,0.04798,0.11268,0.051087,0.050694,0.088645,0.018173,0.14275,0.10111,0.10132,0.1103,0.085409,0.095133,0.031518,0.050913,0.078961,0.076677,0.035896,0.049913,0.042359,0.054451,0.0057142,0.082698,0.1202,0.076647,0.092229,0.092255,0.042195,0.10259,0.088459,0.057658,0.030905,0.017327,0.028239,0.037653,0.017644,0.097729,0.031504,0.027619,0.027397,0.010026,0.014437,0.030508,0.05538,0.10106,0.043661,0.006463,0.00312,0.0232,0.1278,0.022057,0.11471,0.06736,0.070403,0.080391,0.0017515,0.01098,0.03024,0.0075639,0.021639,0.0039379,0.021354,0.036897,0.036056,0.03371,0.015594,0.052102,0.00055352,0.0051821,0.048484,0.062432,0.093653,0.097044,0.072388,0.0073034,0.13321,0.056635,0.039258,0.063119,0.023942,0.10547,0.018508,0.069392,0.050176,0.033848,0.019471,1.8682e-05,0.012532,0.083122,0.046208,0.036881,0.050747,0.04476,0.03512,0.043962,0.016235,0.077991,0.080959,0.0084859,0.040461,0.030792,0.054499,0.043081,0.036539,0.058728,0.022257,0.08242,0.051446,0.03491,0.053981,0.015698,0.02575,0.01607,0.026753,0.0056714,0.003008,0.0094435,0.022935
1,0.092537,0.0036683,0.08869,0.059388,0.03793,0.0070028,0.10949,0.062287,0.023795,0.11485,0.020182,0.081448,0.082827,0.015775,0.0032251,0.045223,0.090727,0.096123,0.07512,0.080248,0.048421,0.031396,0.035891,0.037516,0.0116,0.024566,0.082352,0.045762,0.0144,0.017182,0.0056923,0.11284,0.052182,0.050522,0.024536,0.01479,0.047375,0.04328,0.051455,0.039521,0.034872,0.11236,0.049057,0.12648,0.030074,0.06758,0.0060065,0.03979,0.059634,0.10573,0.054764,0.098914,0.076894,0.014883,0.036978,0.034941,0.050965,0.066425,0.018758,0.037126,0.00027643,0.0015899,0.039886,0.019934,0.087049,0.10345,0.035981,0.013705,0.055474,0.016164,0.052471,0.042437,0.031973,0.12567,0.098525,0.058291,0.01279,0.047169,0.02716,0.052495,0.067508,0.040691,0.0013141,0.094196,0.033799,0.014522,0.0060548,0.055711,0.02903,0.030805,0.057312,0.0074675,0.028921,0.043126,0.046892,0.029317,0.033031,0.020348,0.080885,0.054301,0.031118,0.033907,0.043467,0.013332,0.037514,0.022899,0.024384,0.00087333,0.079667,0.02442,0.0042483,0.017779,0.084142,0.044866,0.1372,0.095392,0.028193,0.13324,0.015637,0.0010232,0.038453,0.055049
1,0.022265,0.048711,0.037123,0.011789,0.07129,0.036186,0.089597,0.051022,0.043969,0.07986,0.048081,0.056862,0.070808,0.056596,0.043669,0.0015542,0.057947,0.055007,0.089978,0.03018,0.11321,0.0092124,0.094998,0.0006572,0.0010328,0.0034133,0.051991,0.065531,0.023041,0.11218,0.10494,0.0223,0.050495,0.037621,0.019957,0.013508,0.0032974,0.039132,0.05485,0.02464,0.062346,0.065864,0.014622,0.057337,0.031337,0.074676,0.068371,0.022453,0.024302,0.050985,0.027002,0.059115,0.045314,0.057065,0.0060035,0.011567,0.051077,0.040911,0.01222,0.041301,0.081128,0.046591,0.057066,0.10392,0.084028,0.081015,0.10006,0.10413,0.10881,0.058782,0.0075955,0.11427,0.064921,0.10109,0.088512,0.045996,0.039958,0.013099,0.045979,0.093674,0.011569,0.090069,0.056777,0.067284,0.07229,0.07271,0.035192,0.10508,0.044559,0.045675,0.037706,0.029235,0.034998,0.056065,0.028419,0.085376,0.025136,0.029602,0.059418,0.022679,0.030224,0.033531,0.023202,0.0080708,0.067636,0.021731,0.038925,0.048939,0.033415,0.058265,0.082791,0.03137,0.0066773,0.0017329,0.029073,0.027797,0.050097,0.050836,0.021779,0.0043154,0.099726,0.10614
1,0.11108,0.02374,0.089719,0.013929,0.05809,0.041633,0.019899,0.0054137,0.0081483,0.054149,0.043427,0.046603,0.024004,0.007879,0.000395,0.083113,0.050935,0.013722,0.0090845,0.02675,0.070524,0.036348,0.060678,0.057453,0.012964,0.056945,0.027423,0.073163,0.01498,0.13101,0.01909,0.096406,0.018595,0.074253,0.0174,0.003296,0.03945,0.035177,0.0084873,0.033035,0.11748,0.023697,0.0073122,0.096034,0.04995,0.010604,0.016876,0.024892,0.09583,0.014114,0.028557,0.0029544,0.028446,0.10746,0.031265,0.087977,0.066505,0.079871,0.020465,0.094383,0.031749,0.048511,0.0101,0.10043,0.096382,0.0083275,0.10092,0.10692,0.018359,0.061414,0.11075,0.047154,0.081497,0.11897,0.13594,0.0088393,0.0021722,0.016422,0.026281,0.10332,0.017353,0.0009975,0.048687,0.024952,0.055414,0.039001,0.040454,0.046736,0.043372,0.034474,0.0089237,0.11095,0.015801,0.039331,0.080145,0.06407,0.082341,0.081687,0.051155,0.15067,0.042799,0.059806,0.03317,0.0097012,0.012898,0.017425,0.010537,0.080517,0.11312,0.013899,0.036583,0.091751,0.080147,0.079441,0.0052899,0.067458,0.024245,0.05617,0.011984,0.053828,0.059277,0.10167
