1,0.062832,0.030888,0.04466,0.043163,0.077959,0.097064,0.084009,0.054127,0.073203,0.041652,0.0089739,0.093586,0.060848,0.011168,0.056051,0.010246,0.097714,0.093843,0.092207,0.077154,0.023033,0.014578,0.018288,0.0030262,0.014029,0.048954,0.073115,0.034869,0.019198,0.028855,0.048024,0.079568,0.057267,0.071984,0.013655,0.0097949,0.026653,0.034501,0.076458,0.056474,0.10627,0.057329,0.026056,0.028233,0.021488,0.040911,0.092165,0.029463,0.0093739,0.057596,0.0036814,0.027076,0.073055,0.06509,0.043871,0.013557,0.036015,0.068145,0.0085237,0.070993,0.036515,0.05769,0.013508,0.080146,0.073134,0.09851,0.10125,0.095198,0.064368,0.071974,0.041925,0.021131,0.051342,0.054037,0.059037,0.011308,0.0036318,0.028356,0.010021,0.066206,0.062532,0.10037,0.069072,0.018789,0.068181,0.025882,0.095434,0.082962,0.1278,0.054651,0.11276,0.10607
1,0.025996,0.0057326,0.072822,0.077072,0.052877,0.056383,0.048856,0.076218,0.06121,0.052404,0.079622,0.07071,0.11107,0.046787,0.011108,0.0047213,0.034333,0.059902,0.055997,0.1153,0.094663,0.028838,0.0056307,0.057899,0.078315,0.000818,0.087902,0.039938,0.014941,0.050737,0.088606,0.042529,0.079265,0.11439,0.091857,0.08928,0.024353,0.046147,0.094984,0.05199,0.098008,0.059813,0.048772,0.044636,0.063912,0.095189,0.066817,0.020557,0.0028182,0.005143,0.037315,0.0050222,0.072301,0.013062,0.058211,0.010581,0.019528,0.037732,0.011842,0.065102,0.069511,0.075607,0.078226,0.073129,0.055423,0.064434,0.057306,0.12151,0.090113,0.044066,0.082332,0.085255,0.096912,0.070578,0.056542,0.059891,0.068505,0.030921,0.072317,0.0042771,0.059342,0.059611,0.025914,0.059512,0.011348,0.018308,0.084412,0.07995,0.015028,0.10288,0.078364,0.049836
1,0.015806,0.017355,0.10695,0.011851,0.077604,0.099749,0.10296,0.1077,0.05568,0.082649,0.076439,0.045748,0.091522,0.061168,0.018831,0.037715,0.10508,0.11137,0.088046,0.1128,0.080997,0.058073,0.039165,0.040721,0.038755,0.050022,0.091322,0.035903,0.013367,0.0085193,0.029097,0.030507,0.053874,0.014355,0.0045342,0.023796,0.0099925,0.014287,0.05502,0.073777,0.076237,0.042737,0.03264,0.027092,0.049159,0.11103,0.048468,0.051792,0.034402,0.029375,0.028494,0.0063412,0.022533,0.056546,0.0011998,0.010924,0.055085,0.079834,0.036286,0.0059119,0.027653,0.092072,0.050117,0.04544,0.086577,0.068056,0.014193,0.080668,0.090082,0.034257,0.088799,0.083135,0.070765,0.024513,0.091791,0.059063,0.07326,0.0089193,0.09033,0.01206,0.03868,0.013767,0.01477,0.0077381,0.067752,0.028393,0.11264,0.0286,0.060843,0.08889,0.021125,0.01447
1,0.096576,0.017959,0.0082323,0.07691,0.042386,0.021273,0.0089266,0.065302,0.032492,0.071937,0.023003,0.051179,0.032335,0.026095,0.0021304,0.014747,0.027601,0.011309,0.036086,0.017958,0.016351,0.038205,0.0024511,0.032253,0.02711,0.10215,0.010205,0.096937,0.023641,0.067216,0.034834,0.022083,0.026005,0.063751,0.061477,0.11272,0.015263,0.013008,0.08498,0.087156,0.030213,0.098288,0.011796,0.04487,0.0066512,0.014151,0.099067,0.014011,0.038833,0.01059,0.12879,0.11709,0.12726,0.09233,0.040716,0.060109,0.067276,0.13497,0.093676,0.14057,0.048996,0.024258,0.025009,0.042997,0.10494,0.0078399,0.029009,0.028003,0.059258,0.023599,0.066958,0.0024817,0.037783,0.023432,0.041774,0.041827,0.075601,0.028319,0.044928,0.0041771,0.026253,0.025739,0.018103,0.083067,0.051749,0.075973,0.037212,0.021482,0.078869,0.057072,0.043127,0.024063
1,0.0245,0.079495,0.019867,0.032033,0.030221,0.0381,0.059953,0.040108,0.029376,0.019063,0.0040885,0.02301,0.017739,0.10454,0.018082,0.075521,0.032552,0.018125,0.0092537,0.072113,0.044593,0.096323,0.052028,0.052285,0.040967,0.0066243,0.089958,0.0064219,0.026436,0.046739,0.018374,0.075398,0.068666,0.0060011,0.041633,0.063149,0.021839,0.091363,0.002447,0.053284,0.048132,0.093296,0.021844,0.019185,0.095978,0.032091,0.037207,0.088659,0.02939,0.035923,0.050509,0.0094148,0.038671,0.11176,0.037768,0.096813,0.056192,0.08716,0.0055647,0.042085,0.093243,0.044577,0.071822,0.08497,0.025561,0.09898,0.038958,0.083653,0.050659,0.017163,0.035819,0.031339,0.073116,0.065742,0.036109,0.0055176,0.061589,0.030194,0.028198,0.0046052,0.041527,0.050398,0.0080494,0.032057,0.070208,0.1259,0.066539,0.062693,0.10311,0.10101,0.026404,0.0043965
1,0.023249,0.010293,0.098316,0.047187,0.012989,0.035978,0.10217,0.078466,0.0082254,0.068112,0.036488,0.090144,0.10409,0.087959,0.060579,0.051337,0.022516,0.086836,0.0070325,0.092662,0.086232,0.06155,0.0081656,0.046,0.063184,0.044409,0.079056,0.047175,0.013492,0.081237,0.072127,0.08021,0.073461,0.035382,0.062594,0.0089507,0.0056301,0.024008,0.018864,0.022097,0.082061,0.020498,0.037748,0.083299,0.074168,0.0094962,0.045882,0.006149,0.0027875,0.012398,0.021279,0.059649,0.060901,0.066292,0.032954,0.042596,0.10773,0.097832,0.062159,0.031881,0.0045037,0.049182,0.057473,0.051326,0.05001,0.072145,0.047034,0.10883,0.019696,0.065721,0.054028,0.087977,0.065146,0.023135,0.075003,0.078061,0.058857,0.061667,0.063082,0.029296,0.014698,0.05526,0.058074,0.044685,0.077963,0.085472,0.047892,0.073199,0.10352,0.077075,0.047042,0.084535
1,0.080275,0.027198,0.11672,0.049616,0.024384,0.04798,0.11268,0.10765,0.050694,0.088645,0.018173,0.14275,0.12756,0.10111,0.10132,0.085409,0.031518,0.050913,0.078961,0.076677,0.049913,0.042359,0.054451,0.082698,0.076647,0.092255,0.042195,0.10259,0.088459,0.057658,0.017327,0.028239,0.037653,0.027397,0.016647,0.030508,0.05538,0.10106,0.043661,0.006463,0.00312,0.0232,0.022057,0.11471,0.06736,0.070403,0.080391,0.0017515,0.01098,0.0075639,0.0039379,0.022594,0.038773,0.036056,0.03371,0.015594,0.052102,0.00055352,0.0051821,0.048484,0.062432,0.093653,0.097044,0.072388,0.0073034,0.056635,0.063119,0.023942,0.10099,0.018508,0.069392,0.050176,0.033848,1.8682e-05,0.083122,0.036881,0.050747,0.03512,0.043962,0.077991,0.080959,0.0084859,0.043081,0.022257,0.08242,0.051446,0.079915,0.03491,0.033521,0.02575,0.0056714,0.003008
1,0.0036683,0.08869,0.059388,0.03793,0.052257,0.0070028,0.10949,0.071323,0.023795,0.11485,0.020182,0.081448,0.091631,0.082827,0.015775,0.045223,0.096123,0.07512,0.080248,0.048421,0.035891,0.037516,0.0116,0.082352,0.0144,0.0056923,0.11284,0.052182,0.050522,0.024536,0.047375,0.04328,0.051455,0.12648,0.0096607,0.0060065,0.03979,0.059634,0.10573,0.054764,0.098914,0.076894,0.036978,0.034941,0.050965,0.066425,0.018758,0.037126,0.00027643,0.039886,0.087049,0.013253,0.10567,0.013705,0.055474,0.016164,0.052471,0.042437,0.031973,0.12567,0.098525,0.058291,0.01279,0.047169,0.02716,0.067508,0.0013141,0.094196,0.080088,0.014522,0.0060548,0.055711,0.02903,0.057312,0.028921,0.046892,0.029317,0.020348,0.080885,0.031118,0.033907,0.043467,0.024384,0.02442,0.0042483,0.017779,0.10099,0.084142,0.0095066,0.095392,0.015637,0.0010232
1,0.048711,0.037123,0.011789,0.07129,0.026916,0.036186,0.089597,0.063148,0.043969,0.07986,0.048081,0.056862,0.063401,0.070808,0.056596,0.0015542,0.055007,0.089978,0.03018,0.11321,0.094998,0.0006572,0.0010328,0.051991,0.023041,0.10494,0.0223,0.050495,0.037621,0.019957,0.0032974,0.039132,0.05485,0.057337,0.034833,0.068371,0.022453,0.024302,0.050985,0.027002,0.059115,0.045314,0.0060035,0.011567,0.051077,0.040911,0.01222,0.041301,0.081128,0.057066,0.084028,0.057394,0.10479,0.10413,0.10881,0.058782,0.0075955,0.11427,0.064921,0.10109,0.088512,0.045996,0.039958,0.013099,0.045979,0.011569,0.056777,0.067284,0.076428,0.07271,0.035192,0.10508,0.044559,0.037706,0.034998,0.028419,0.085376,0.029602,0.059418,0.030224,0.033531,0.023202,0.038925,0.058265,0.082791,0.03137,0.10242,0.0066773,0.084187,0.027797,0.021779,0.0043154
1,0.02374,0.089719,0.013929,0.05809,0.035291,0.041633,0.019899,0.064803,0.0081483,0.054149,0.043427,0.046603,0.055644,0.024004,0.007879,0.083113,0.013722,0.0090845,0.02675,0.070524,0.060678,0.057453,0.012964,0.027423,0.01498,0.01909,0.096406,0.018595,0.074253,0.0174,0.03945,0.035177,0.0084873,0.096034,0.0089987,0.016876,0.024892,0.09583,0.014114,0.028557,0.0029544,0.028446,0.031265,0.087977,0.066505,0.079871,0.020465,0.094383,0.031749,0.0101,0.096382,0.082409,0.11373,0.10692,0.018359,0.061414,0.11075,0.047154,0.081497,0.11897,0.13594,0.0088393,0.0021722,0.016422,0.026281,0.017353,0.048687,0.024952,0.067177,0.039001,0.040454,0.046736,0.043372,0.0089237,0.015801,0.080145,0.06407,0.081687,0.051155,0.042799,0.059806,0.03317,0.010537,0.013899,0.036583,0.091751,0.034285,0.080147,0.030618,0.067458,0.011984,0.053828
