1,0.062832,0.097064,0.041652,0.0089739,0.093586,0.011168,0.010246,0.097714,0.093843,0.092207,0.077154,0.023033,0.018288,0.0030262,0.014029,0.048954,0.073115,0.034869,0.028855,0.048024,0.079568,0.057267,0.013655,0.0097949,0.026653,0.076458,0.056474,0.10627,0.026056,0.028233,0.021488,0.040911,0.092165,0.029463,0.0093739,0.057596,0.06509,0.036015,0.068145,0.0085237,0.036515,0.013508,0.10125,0.071974,0.041925,0.021131,0.036143,0.054037,0.059037,0.011308,0.0036318,0.028356,0.066206,0.062532,0.10037,0.069072,0.025882,0.054651,0.11276,0.10607
1,0.025996,0.056383,0.052404,0.079622,0.07071,0.046787,0.0047213,0.034333,0.059902,0.055997,0.1153,0.094663,0.0056307,0.057899,0.078315,0.000818,0.087902,0.039938,0.050737,0.088606,0.042529,0.079265,0.091857,0.08928,0.024353,0.094984,0.05199,0.098008,0.048772,0.044636,0.063912,0.095189,0.066817,0.020557,0.0028182,0.005143,0.013062,0.019528,0.037732,0.011842,0.069511,0.078226,0.057306,0.044066,0.082332,0.085255,0.052362,0.070578,0.056542,0.059891,0.068505,0.030921,0.0042771,0.059342,0.059611,0.025914,0.018308,0.10288,0.078364,0.049836
1,0.015806,0.099749,0.082649,0.076439,0.045748,0.061168,0.037715,0.10508,0.11137,0.088046,0.1128,0.080997,0.039165,0.040721,0.038755,0.050022,0.091322,0.035903,0.0085193,0.029097,0.030507,0.053874,0.0045342,0.023796,0.0099925,0.05502,0.073777,0.076237,0.03264,0.027092,0.049159,0.11103,0.048468,0.051792,0.034402,0.029375,0.056546,0.055085,0.079834,0.036286,0.027653,0.050117,0.014193,0.034257,0.088799,0.083135,0.038306,0.024513,0.091791,0.059063,0.07326,0.0089193,0.01206,0.03868,0.013767,0.01477,0.028393,0.08889,0.021125,0.01447
1,0.096576,0.021273,0.071937,0.023003,0.051179,0.026095,0.014747,0.027601,0.011309,0.036086,0.017958,0.016351,0.0024511,0.032253,0.02711,0.10215,0.010205,0.096937,0.067216,0.034834,0.022083,0.026005,0.061477,0.11272,0.015263,0.08498,0.087156,0.030213,0.011796,0.04487,0.0066512,0.014151,0.099067,0.014011,0.038833,0.01059,0.09233,0.067276,0.13497,0.093676,0.048996,0.025009,0.029009,0.023599,0.066958,0.0024817,0.083871,0.023432,0.041774,0.041827,0.075601,0.028319,0.0041771,0.026253,0.025739,0.018103,0.075973,0.057072,0.043127,0.024063
1,0.0245,0.0381,0.019063,0.0040885,0.02301,0.10454,0.075521,0.032552,0.018125,0.0092537,0.072113,0.044593,0.052028,0.052285,0.040967,0.0066243,0.089958,0.0064219,0.046739,0.018374,0.075398,0.068666,0.041633,0.063149,0.021839,0.002447,0.053284,0.048132,0.021844,0.019185,0.095978,0.032091,0.037207,0.088659,0.02939,0.035923,0.11176,0.056192,0.08716,0.0055647,0.093243,0.071822,0.038958,0.017163,0.035819,0.031339,0.074548,0.065742,0.036109,0.0055176,0.061589,0.030194,0.0046052,0.041527,0.050398,0.0080494,0.1259,0.10101,0.026404,0.0043965
1,0.023249,0.035978,0.068112,0.036488,0.090144,0.087959,0.051337,0.022516,0.086836,0.0070325,0.092662,0.086232,0.0081656,0.046,0.063184,0.044409,0.079056,0.047175,0.081237,0.072127,0.08021,0.073461,0.062594,0.0089507,0.0056301,0.018864,0.022097,0.082061,0.037748,0.083299,0.074168,0.0094962,0.045882,0.006149,0.0027875,0.012398,0.066292,0.10773,0.097832,0.062159,0.0045037,0.057473,0.047034,0.065721,0.054028,0.087977,0.030851,0.023135,0.075003,0.078061,0.058857,0.061667,0.029296,0.014698,0.05526,0.058074,0.085472,0.077075,0.047042,0.084535
1,0.080275,0.04798,0.088645,0.018173,0.14275,0.10111,0.085409,0.031518,0.050913,0.078961,0.076677,0.049913,0.054451,0.082698,0.076647,0.092255,0.042195,0.10259,0.057658,0.017327,0.028239,0.037653,0.016647,0.030508,0.05538,0.043661,0.006463,0.00312,0.022057,0.11471,0.06736,0.070403,0.080391,0.0017515,0.01098,0.0075639,0.036056,0.052102,0.00055352,0.0051821,0.062432,0.097044,0.063119,0.018508,0.069392,0.050176,0.019471,1.8682e-05,0.083122,0.036881,0.050747,0.03512,0.077991,0.080959,0.0084859,0.043081,0.051446,0.02575,0.0056714,0.003008
1,0.0036683,0.0070028,0.11485,0.020182,0.081448,0.082827,0.045223,0.096123,0.07512,0.080248,0.048421,0.035891,0.0116,0.082352,0.0144,0.0056923,0.11284,0.052182,0.024536,0.047375,0.04328,0.051455,0.0096607,0.0060065,0.03979,0.10573,0.054764,0.098914,0.036978,0.034941,0.050965,0.066425,0.018758,0.037126,0.00027643,0.039886,0.013705,0.052471,0.042437,0.031973,0.098525,0.01279,0.0013141,0.014522,0.0060548,0.055711,0.030805,0.057312,0.028921,0.046892,0.029317,0.020348,0.031118,0.033907,0.043467,0.024384,0.017779,0.095392,0.015637,0.0010232
1,0.048711,0.036186,0.07986,0.048081,0.056862,0.070808,0.0015542,0.055007,0.089978,0.03018,0.11321,0.094998,0.0010328,0.051991,0.023041,0.10494,0.0223,0.050495,0.019957,0.0032974,0.039132,0.05485,0.034833,0.068371,0.022453,0.050985,0.027002,0.059115,0.0060035,0.011567,0.051077,0.040911,0.01222,0.041301,0.081128,0.057066,0.10413,0.0075955,0.11427,0.064921,0.088512,0.039958,0.056777,0.07271,0.035192,0.10508,0.045675,0.037706,0.034998,0.028419,0.085376,0.029602,0.030224,0.033531,0.023202,0.038925,0.03137,0.027797,0.021779,0.0043154
1,0.02374,0.041633,0.054149,0.043427,0.046603,0.024004,0.083113,0.013722,0.0090845,0.02675,0.070524,0.060678,0.012964,0.027423,0.01498,0.01909,0.096406,0.018595,0.0174,0.03945,0.035177,0.0084873,0.0089987,0.016876,0.024892,0.014114,0.028557,0.0029544,0.031265,0.087977,0.066505,0.079871,0.020465,0.094383,0.031749,0.0101,0.10692,0.11075,0.047154,0.081497,0.13594,0.0021722,0.048687,0.039001,0.040454,0.046736,0.034474,0.0089237,0.015801,0.080145,0.06407,0.081687,0.042799,0.059806,0.03317,0.010537,0.091751,0.067458,0.011984,0.053828
