1,0.062832,0.097064,0.041652,0.0089739,0.092207,0.077154,0.023033,0.018288,0.048954,0.073115,0.034869,0.079568,0.066107,0.013655,0.042616,0.034501,0.076458,0.056474,0.10627,0.024058,0.028233,0.021488,0.029463,0.0093739,0.057596,0.068145,0.036515,0.10125,0.036143,0.054037,0.011308,0.0036318,0.11276,0.028195
1,0.025996,0.056383,0.052404,0.079622,0.055997,0.1153,0.094663,0.0056307,0.000818,0.087902,0.039938,0.042529,0.081306,0.091857,0.10217,0.046147,0.094984,0.05199,0.098008,0.093358,0.044636,0.063912,0.020557,0.0028182,0.005143,0.037732,0.069511,0.057306,0.052362,0.070578,0.059891,0.068505,0.078364,0.076947
1,0.015806,0.099749,0.082649,0.076439,0.088046,0.1128,0.080997,0.039165,0.050022,0.091322,0.035903,0.030507,0.047321,0.0045342,0.0013498,0.014287,0.05502,0.073777,0.076237,0.026175,0.027092,0.049159,0.051792,0.034402,0.029375,0.079834,0.027653,0.014193,0.038306,0.024513,0.059063,0.07326,0.021125,0.068705
1,0.096576,0.021273,0.071937,0.023003,0.036086,0.017958,0.016351,0.0024511,0.10215,0.010205,0.096937,0.022083,0.10423,0.061477,0.059388,0.013008,0.08498,0.087156,0.030213,0.034251,0.04487,0.0066512,0.014011,0.038833,0.01059,0.13497,0.048996,0.029009,0.083871,0.023432,0.041827,0.075601,0.043127,0.06451
1,0.0245,0.0381,0.019063,0.0040885,0.0092537,0.072113,0.044593,0.052028,0.0066243,0.089958,0.0064219,0.075398,0.019542,0.041633,0.047112,0.091363,0.002447,0.053284,0.048132,0.052204,0.019185,0.095978,0.088659,0.02939,0.035923,0.08716,0.093243,0.038958,0.074548,0.065742,0.0055176,0.061589,0.026404,0.068379
1,0.023249,0.035978,0.068112,0.036488,0.0070325,0.092662,0.086232,0.0081656,0.044409,0.079056,0.047175,0.08021,0.038747,0.062594,0.062034,0.024008,0.018864,0.022097,0.082061,0.026311,0.083299,0.074168,0.006149,0.0027875,0.012398,0.097832,0.0045037,0.047034,0.030851,0.023135,0.078061,0.058857,0.047042,0.095798
1,0.080275,0.04798,0.088645,0.018173,0.078961,0.076677,0.049913,0.054451,0.092255,0.042195,0.10259,0.028239,0.031504,0.016647,0.043346,0.10106,0.043661,0.006463,0.00312,0.021838,0.11471,0.06736,0.0017515,0.01098,0.0075639,0.00055352,0.062432,0.063119,0.019471,1.8682e-05,0.036881,0.050747,0.0056714,0.0094435
1,0.0036683,0.0070028,0.11485,0.020182,0.080248,0.048421,0.035891,0.0116,0.0056923,0.11284,0.052182,0.04328,0.11236,0.0096607,0.03267,0.059634,0.10573,0.054764,0.098914,0.027344,0.034941,0.050965,0.037126,0.00027643,0.039886,0.042437,0.098525,0.0013141,0.030805,0.057312,0.046892,0.029317,0.015637,0.038453
1,0.048711,0.036186,0.07986,0.048081,0.03018,0.11321,0.094998,0.0010328,0.10494,0.0223,0.050495,0.039132,0.065864,0.034833,0.035314,0.024302,0.050985,0.027002,0.059115,0.0030559,0.011567,0.051077,0.041301,0.081128,0.057066,0.11427,0.088512,0.056777,0.045675,0.037706,0.028419,0.085376,0.021779,0.099726
1,0.02374,0.041633,0.054149,0.043427,0.02675,0.070524,0.060678,0.012964,0.01909,0.096406,0.018595,0.035177,0.023697,0.0089987,0.020234,0.09583,0.014114,0.028557,0.0029544,0.072369,0.087977,0.066505,0.094383,0.031749,0.0101,0.047154,0.13594,0.048687,0.034474,0.0089237,0.080145,0.06407,0.011984,0.059277
1,0.11097,0.083011,0.0077213,0.043491,0.086373,0.034103,0.031748,0.031297,0.0065613,0.066206,0.025109,0.011339,0.067402,0.012652,0.037356,0.007154,0.085018,0.0066172,0.054536,0.0342,0.040162,0.017922,0.074145,0.12286,0.049599,0.042063,0.07325,0.039604,0.024043,0.022719,0.1062,0.075958,0.062965,0.10157
