1,0.079568,0.0036318,0.042535
1,0.042529,0.068505,0.064815
1,0.030507,0.07326,0.047107
1,0.022083,0.075601,0.11295
1,0.075398,0.061589,0.050172
1,0.08021,0.058857,0.094619
1,0.028239,0.050747,0.022935
1,0.04328,0.029317,0.055049
1,0.039132,0.085376,0.10614
1,0.035177,0.06407,0.10167
1,0.011339,0.075958,0.10127
1,0.033978,0.075319,0.086727
1,0.050641,0.052261,0.012382
1,0.064961,0.09102,0.12068
1,0.057357,0.036163,0.059853
1,0.0035421,0.078339,0.058356
1,0.0050036,0.035422,0.074023
1,0.029856,0.011185,0.039438
1,0.011344,0.015675,0.10188
1,0.046928,0.084873,0.033271
1,0.096363,0.061291,0.030926
1,0.037257,0.065023,0.009385
1,0.031746,0.059254,0.057132
1,0.018477,0.052712,0.050358
1,0.035127,0.035732,0.049374
1,0.0033554,0.019566,0.09595
1,0.054346,0.013121,0.0085686
1,0.064466,0.08484,0.03359
1,0.028778,0.085497,0.08208
1,0.042314,0.036908,0.00674
1,0.081401,0.050868,0.0081337
0,0.0077127,0.015686,0.0046797
0,0.018264,0.086932,0.059544
0,0.0041472,0.057485,0.017278
0,0.064661,0.0034857,0.088322
0,0.0034028,0.029065,0.11742
0,0.058353,0.034924,0.013312
0,0.021804,0.049226,0.052047
0,0.029522,0.011191,0.012782
0,0.031512,0.074553,0.02824
0,0.040713,0.0082212,0.042196
0,0.052423,0.064109,0.10119
0,0.038545,0.03152,0.075035
0,0.03394,0.0018212,0.020296
0,0.018455,0.050766,0.019779
0,0.044115,0.0073392,0.0244
0,0.0057061,0.057627,0.038267
0,0.041241,0.033002,0.055084
0,0.04414,0.052367,0.040693
0,0.011191,0.010757,0.0066838
0,0.019617,0.044409,0.027524
0,0.0084295,0.062004,0.0087263
0,0.021438,0.051455,0.00098612
0,0.056546,0.026575,0.014383
0,0.014313,0.0058693,0.0029094
0,0.011376,0.0050489,0.061578
0,0.023573,0.048844,0.036501
0,0.010918,0.012804,0.0081957
0,0.044621,0.033477,0.0022034
0,0.019473,0.0033427,0.012913
