1,0.0036318
1,0.068505
1,0.07326
1,0.075601
1,0.061589
1,0.058857
1,0.050747
1,0.029317
1,0.085376
1,0.06407
1,0.075958
1,0.075319
1,0.052261
1,0.09102
1,0.036163
1,0.078339
1,0.035422
1,0.011185
1,0.015675
1,0.084873
1,0.061291
1,0.065023
1,0.059254
1,0.052712
1,0.035732
1,0.019566
1,0.013121
1,0.08484
1,0.085497
1,0.036908
1,0.050868
0,0.015686
0,0.086932
0,0.057485
0,0.0034857
0,0.029065
0,0.034924
0,0.049226
0,0.011191
0,0.074553
0,0.0082212
0,0.064109
0,0.03152
0,0.0018212
0,0.050766
0,0.0073392
0,0.057627
0,0.033002
0,0.052367
0,0.010757
0,0.044409
0,0.062004
0,0.051455
0,0.026575
0,0.0058693
0,0.0050489
0,0.048844
0,0.012804
0,0.033477
0,0.0033427
